192.52.178.30 'k.gtld-servers.net'
10.16.0.2 NotFound
108.179.253.70 'br576.hostgator.com.br'
159.138.77.159 'ecs-159-138-77-159.compute.hwclouds-dns.com'
72.246.46.65 'a4-65.akam.net'
124.132.138.72 NotFound
193.51.193.133 'dns-ext2.inria.fr'
72.246.46.67 'a4-67.akam.net'
195.93.246.212 'ns8.rian.ru'
142.4.22.4 '142-4-22-4.unifiedlayer.com'
209.51.188.163 'ns2.gnu.org'
133.71.240.2 'ccns02.ehime-u.ac.jp'
66.170.227.133 'dnsksrv4-ext.mitre.org'
10.16.0.3 NotFound
13.107.206.42 'ns4-42.azure-dns.info'
133.71.241.2 'agns02.ehime-u.ac.jp'
162.214.197.72 'vps-6328273.almeidasitesvps.com.br'
70.33.225.53 'ns3.gossamerhost.com'
145.253.2.80 'ns2.vodafone-ip.de'
162.214.197.166 '162-214-197-166.unifiedlayer.com'
205.251.198.148 'ns-1684.awsdns-18.co.uk'
208.70.245.149 'ns2.gossamerhost.com'
108.162.194.200 'mariah.ns.cloudflare.com'
133.71.242.2 'mens02.ehime-u.ac.jp'
184.175.93.232 'skyler.profesionalhosting.com'
13.107.253.2 NotFound
202.239.23.40 NotFound
88.99.127.141 'ns2.pro-x-web.com'
35.208.254.21 '21.254.208.35.bc.googleusercontent.com'
186.209.64.1 'ns1.camaleao.net.br'
186.209.64.2 'ns2.camaleao.net.br'
208.182.124.15 'c115884ipms200x.tennk12.net'
195.154.153.1 'revd1.neolane.net'
108.162.194.27 'gemma.ns.cloudflare.com'
192.161.140.10 'e.ns.neolane.net'
169.60.35.162 'auth3.oriontelekom.com'
189.38.24.25 'www.gmrconstrucoes.com.br'
189.38.24.26 'dns2.gwmnet.com.br'
80.66.66.11 'ns1.riss-telecom.ru'
131.108.32.28 '28.32.108.131.cybernetprovedor.com'
80.66.66.110 'ns2.riss-telecom.ru'
121.40.6.144 NotFound
62.219.78.200 'bzq-78-200.red.bezeqint.net'
62.219.78.217 'privateserver.livedns.co.il'
212.56.128.196 'ns1.melitacable.com'
177.101.99.254 'ph.loghaus.com.br'
200.193.43.254 'ph.loghaus.com.br'
200.193.43.145 NotFound
202.56.230.5 'dnsdel.mantraonline.com'
58.229.253.175 NotFound
45.226.139.20 'ns1.terafiber.com.br'
108.162.195.53 'khalid.ns.cloudflare.com'
193.191.212.2 'ns1.yourict.net'
191.5.240.3 '3-240-5-191-reverso.varzeanet.net.br'
202.248.2.201 'ns.web.ad.jp'
65.183.0.84 'ns2.flowja.com'
202.248.0.3 'ns1.hyper.web.ad.jp'
65.183.0.78 'ns1.flowja.com'
189.9.25.67 NotFound
167.154.129.5 'ns3.state.nv.us'
167.154.11.25 'ns2.state.nv.us'
216.5.78.124 'vp04'
216.5.78.126 'srv01.dwshosting.com'
185.223.255.28 NotFound
45.4.194.19 NotFound
211.129.12.210 'ns-kn002.ocn.ad.jp'
63.162.186.51 NotFound
63.162.186.54 NotFound
54.207.82.130 'ns3.btng.co'
63.162.186.52 NotFound
63.162.186.53 NotFound
186.215.90.38 'mutua.static.vivo.com.br'
185.66.200.80 'ns1.skhosting.eu'
46.229.238.68 'ns.skhosting.cz'
108.162.195.153 'rohin.ns.cloudflare.com'
212.179.7.7 'ns2.bezeqint.net'
213.30.2.62 '62.2.30.213.rev.vodafone.pt'
177.22.193.6 'ip-177221936.vcnet.com.br'
177.22.193.10 'ip-1772219310.vcnet.com.br'
192.185.208.217 'br62-ip02.hostgator.com.br'
94.126.169.2 'ns2.dnscpanel.com'
177.67.118.69 'whm3-lw.tray.net.br'
94.126.169.1 'ns1.dnscpanel.com'
157.238.188.50 NotFound
195.224.255.94 'auth4.dns.gxn.net'
191.5.240.4 '4-240-5-191-reverso.varzeanet.net.br'
177.8.85.4 'dns2.6cta.eb.mil.br'
209.239.115.47 'static-ip-209-239-115-47.inaddr.ip-pool.com'
109.74.7.71 '109-74-7-71-static.glesys.net'
162.241.2.86 'ns917.hostgator.com.br'
85.159.64.2 'ns1.natrohost.com'
162.241.2.85 'ns916.hostgator.com.br'
158.69.60.134 '134.ip-158-69-60.net'
85.159.67.2 'ns2.natrohost.com'
185.67.205.213 'ns1.natrohost.com'
133.242.228.31 'nsj.tennoudai.net'
213.205.32.90 'barakus.tiscali.com'
213.205.36.90 'murdock.tiscali.com'
157.249.120.18 NotFound
196.3.81.121 'pri-121-b2.codetel.net.do'
62.210.190.69 '62-210-190-69.rev.poneytelecom.eu'
198.72.72.11 'ns3.usg.edu'
198.72.72.10 'ns1.usg.edu'
45.175.59.18 'ns1.netrapidatelecom.com.br'
162.255.164.125 'host.inertiallabs.com'
200.237.199.178 NotFound
187.110.156.242 '187.110.156.242.uniaonetworks.com.br'
187.110.156.243 '187.110.156.243.uniaonetworks.com.br'
69.162.85.235 'ns2.sdserver18.com'
69.162.85.234 'host.sdserver18.com'
189.113.8.60 'ns2.grupoinstar.com.br'
189.113.8.59 'ns1.grupoinstar.com.br'
200.210.75.12 NotFound
177.23.88.38 '177-23-088-038.maxnettelecom.com.br'
172.64.33.202 'marek.ns.cloudflare.com'
217.172.4.129 'ns01.eng-dhub.it'
217.172.0.129 'ns02.psmidc.com'
109.70.126.9 'ns-class02.eng-dhub.it'
109.70.126.8 'ns-class01.eng-dhub.it'
72.235.70.20 NotFound
12.43.152.33 'ns3.enterprise.com'
12.43.152.32 'ns1.enterprise.com'
213.92.100.3 'ns2a.btitalia.it'
217.220.57.131 'ns1a.btitalia.it'
184.171.248.28 'ns2.easites.com.br'
192.84.18.11 '192-84-18-11.8x8.com'
212.66.96.1 'dns1.panservice.it'
176.9.145.71 'rees46.com'
151.99.125.8 'dns8.interbusiness.it'
138.36.188.24 'ns2.caweb.com.br'
213.167.230.130 'ns-129-b.gandi.net'
201.48.225.140 '201-048-225-140.static.ctbctelecom.com.br'
217.70.187.20 'ns-19-c.gandi.net'
217.16.185.221 'ns2.gransy.com'
187.44.202.4 'ns10.iits.com.br'
205.251.194.4 'ns-516.awsdns-00.net'
52.67.59.18 'ec2-52-67-59-18.sa-east-1.compute.amazonaws.com'
212.33.55.5 'ns2.liwest.at'
212.33.36.155 'ns1.liwest.at'
195.156.148.158 'ns2-fin.global.sonera.fi'
170.0.68.83 '170-0-68-83.conectalink.net'
13.82.24.174 NotFound
134.226.14.26 'auth-ns1.tcd.ie'
193.1.193.194 'ns.heanet.ie'
207.75.118.150 'netsuite-file02.merit.edu'
108.162.195.79 'dakota.ns.cloudflare.com'
45.56.92.19 'ns1.frobbit.se'
82.100.221.131 'ns2.goneo.de'
82.100.220.131 'ns1.goneo.de'
13.248.148.254 'aba1c1ff9d2ec5376.awsglobalaccelerator.com'
217.26.53.254 'ns2.hostpoint.ch'
217.26.51.254 'ns.hostpoint.ch'
217.26.48.126 'ns3.hostpoint.ch'
76.223.26.96 'aba1c1ff9d2ec5376.awsglobalaccelerator.com'
192.141.0.13 'ns1.infocotelecom.com.br'
192.141.0.14 'ns2.infocotelecom.com.br'
131.170.21.50 'ns1-external.rmit.edu.au'
196.25.1.9 'sangoma.saix.net'
131.170.21.51 'ns2-external.rmit.edu.au'
165.143.159.11 NotFound
210.191.71.1 'dns1.qtnet.ne.jp'
74.117.219.6 NotFound
5.157.86.222 'ns3.firstfind.nl'
199.189.86.252 'static-ip-199-189-86-252.inaddr.ip-pool.com'
62.219.78.204 'bzq-78-204.red.bezeqint.net'
185.60.169.2 'ns2.livedns.co.il'
213.248.217.24 NotFound
162.214.104.209 'server.test-bh-prod-domain02062020132346.com'
221.181.103.40 'ns.sh.cnmobile.net'
187.72.89.6 '187-072-089-006.static.ctbctelecom.com.br'
45.79.214.161 'serverdns2.dnsmisitio.net'
217.23.5.16 'ns3.adminvps.ru'
162.251.82.120 '162.251.82.120.reverse.myorderbox.com'
46.249.199.170 'dns3.supremepanel.com'
162.210.102.178 'dns1.supremepanel.com'
185.38.106.171 'dns4.supremepanel.com'
173.245.58.156 'etta.ns.cloudflare.com'
201.28.144.253 'out3tfc1.portoseguro.com.br'
47.89.132.33 NotFound
172.64.34.40 'davina.ns.cloudflare.com'
162.214.113.147 'vps-4620850.dnsws01.com.br'
194.94.100.34 'kronos.bmu.de'
172.64.34.16 'gloria.ns.cloudflare.com'
108.162.194.16 'gloria.ns.cloudflare.com'
141.96.12.122 'ns2.belfius.com'
167.114.24.141 'ip141.ip-167-114-24.net'
138.238.156.23 NotFound
167.114.24.140 'srv1dns.net.br'
63.84.81.249 'binder01.ipacc.com'
217.115.143.194 'b1.wpns.hosteurope.de'
200.12.0.19 '200-12-0-19.rev.tribenet.com.br'
192.185.177.207 'br52-ip03.hostgator.com.br'
54.39.87.177 'reverso756.hoteldaweb.com.br'
45.166.66.255 '45-166-66-255.speednett.com.br'
185.73.44.30 'saphira.openstreetmap.org'
177.0.16.142 'ns1.fieto.com.br'
177.0.102.155 NotFound
162.214.103.107 'dedi-4979704.brtem.cloud'
164.132.135.69 'ns2.dpflw.com.br'
164.132.135.68 'ns1.dpflw.com.br'
80.237.128.66 'b1.wsns.hosteurope.de'
200.199.226.132 'correio.goiania.go.gov.br'
81.30.199.50 'ns1.ufanet.ru'
81.30.199.67 'ns2.ufanet.ru'
136.243.117.206 'vs2.videoselfie.me'
136.243.117.205 'vs1.videoselfie.me'
91.216.218.240 NotFound
172.64.34.224 'elisabeth.ns.cloudflare.com'
50.116.86.72 'ns767.hostgator.com.br'
158.69.12.200 'ip200.ip-158-69-12.net'
158.69.12.201 'ip201.ip-158-69-12.net'
45.165.120.198 'ns1.solptectelecom.com.br'
162.159.34.60 'ns119.name.cloud.ibm.com'
162.159.42.1 'ns002.name.cloud.ibm.com'
162.159.34.6 'ns011.name.cloud.ibm.com'
198.23.119.253 'fd.77.17c6.ip4.static.sl-reverse.com'
169.45.118.97 '61.76.2da9.ip4.static.sl-reverse.com'
185.24.64.49 NotFound
169.55.118.97 '61.76.37a9.ip4.static.sl-reverse.com'
194.169.218.21 NotFound
122.226.189.232 NotFound
120.233.2.135 NotFound
112.4.101.68 NotFound
198.246.125.10 'ns3.cdc.gov'
198.246.96.92 'ns2.cdc.gov'
198.246.96.61 'ns1.cdc.gov'
125.44.162.94 'hn.kd.ny.adsl'
179.188.17.177 'cpanel0157.hospedagemdesites.ws'
38.124.43.227 NotFound
162.214.71.105 'gktech.com.br'
162.214.71.112 '162-214-71-112.unifiedlayer.com'
192.185.177.123 'br68-ip03.hostgator.com.br'
192.185.177.122 'br68-ip02.hostgator.com.br'
108.167.132.62 'srv130.prodns.com.br'
108.167.168.52 '108-167-168-52.unifiedlayer.com'
52.207.176.90 'ec2-52-207-176-90.compute-1.amazonaws.com'
191.252.128.162 'iuri0054.hospedagemdesites.ws'
107.161.185.100 'ns2.maximatecnologia.com.br'
213.248.218.50 NotFound
108.162.195.214 'lennox.ns.cloudflare.com'
201.20.105.225 '201-20-105-225.mobtelecom.com.br'
189.90.161.90 NotFound
51.161.93.35 'ip35.ip-51-161-93.net'
108.162.195.165 'lennon.ns.cloudflare.com'
192.99.86.127 'ip127.ip-192-99-86.net'
128.199.148.162 'dns-ns1.mweweb.com'
187.62.176.56 '56.176.62.187.cnnet.com.br'
187.62.176.55 '55.176.62.187.cnnet.com.br'
172.64.34.147 'veda.ns.cloudflare.com'
216.123.224.164 'dns02.lidc.telus.com'
209.53.4.150 'neon.nssi.telus.com'
209.171.33.5 'dns01.lidc.telus.com'
217.76.150.138 'ns3.piensasolutions.com'
185.24.64.88 NotFound
206.141.251.2 NotFound
216.158.228.164 'cdns1.interserver.net'
216.158.234.243 'cdns2.interserver.net'
108.162.194.72 'zariyah.ns.cloudflare.com'
200.17.116.251 'ns1.pop-al.rnp.br'
79.172.253.252 'w1.whit.hu'
198.147.28.236 'ns4.24shells.net'
187.49.218.117 'ns1.artelecom.com.br'
187.49.218.118 'ns2.artelecom.com.br'
162.241.203.19 'ns255.prodns.com.br'
162.241.203.18 'ns254.prodns.com.br'
113.198.254.2 'ns2.deu.ac.kr'
45.55.167.235 'vpn01.do.aser.com.br'
213.248.217.35 NotFound
157.255.173.17 NotFound
111.30.172.109 NotFound
202.211.66.80 'ns2.kochi-idc.net'
172.64.35.180 'rene.ns.cloudflare.com'
202.211.66.64 'ns1.kochi-idc.net'
143.0.151.248 'ns1.rocketnet.com.br'
107.161.183.43 'server1.criacaodesiteemsalvador.com.br'
91.80.35.163 'ns2.dsl.vodafone.it'
45.162.138.58 '45.162.138.58.hsptelecom.net.br'
144.173.6.71 'sunny.ex.ac.uk'
134.153.232.90 'ns1.mun.ca'
134.153.204.78 'fermat.math.mun.ca'
205.251.197.21 'ns-1301.awsdns-34.org'
195.238.3.16 'ns5.skynet.be'
206.166.213.40 'ns0.nuso.cloud'
173.245.59.76 'brett.ns.cloudflare.com'
121.28.7.38 NotFound
212.94.100.3 'www.altnet.ru'
142.4.197.145 'ns2.instaridc.com.br'
142.4.197.144 'ns1.instaridc.com.br'
74.208.148.146 'u15320201.onlinehome-server.com'
177.23.0.11 'ns1.lansof.net.br'
108.162.193.77 'bruce.ns.cloudflare.com'
88.208.216.84 'predator.sorbs.net'
130.88.94.110 'gannet.scg.man.ac.uk'
217.160.82.2 'ns-us.1and1-dns.com'
54.225.211.9 'ec2-54-225-211-9.compute-1.amazonaws.com'
145.239.236.219 'ip219.ip-145-239-236.eu'
152.3.103.93 'dns-auth-01.oit.duke.edu'
187.72.129.161 'named3.unidasul.com.br'
79.137.70.231 'hercules.afsystems.com.br'
185.32.189.46 'serramotors.pt'
147.135.0.1 'ns100.ovh.us'
185.32.189.93 'servidor.luissalvador.pt'
202.96.75.78 NotFound
50.116.86.71 'ns766.hostgator.com.br'
165.26.233.8 'na-mt-mc-gslb-dns.net.cat.com'
203.248.252.13 'ns3.lguplus.com'
108.162.195.226 'clayton.ns.cloudflare.com'
99.99.99.140 'ns3.us.prserv.net'
193.42.160.69 'vrdns02.mondadori.it'
193.42.160.7 'dns1.mondadori.com'
177.66.167.244 'ns2.ti5hosting.com.br'
177.66.167.245 'ns1.ti5hosting.com.br'
119.63.197.33 NotFound
108.167.132.47 'srv124.prodns.com.br'
192.185.223.166 'srv124-ip02.prodns.com.br'
192.160.255.131 'mirror4.rafal.ca'
207.210.46.249 'mirror3.rafal.ca'
195.191.122.9 'ns.artio.net'
172.64.33.76 'brett.ns.cloudflare.com'
108.162.195.125 'wells.ns.cloudflare.com'
162.241.203.198 'wns150.hostgator.com.br'
162.241.203.199 'wns151.hostgator.com.br'
18.228.111.167 'ec2-18-228-111-167.sa-east-1.compute.amazonaws.com'
178.238.42.209 'ns.vas-hosting.eu'
95.168.209.105 'ns.vas-hosting.cz'
137.111.225.138 'dcutildr02.mq.edu.au'
172.64.33.158 'donald.ns.cloudflare.com'
137.111.226.226 'netdnsprod1.mq.edu.au'
31.177.80.41 'ns1.r01.ru'
189.85.112.29 NotFound
68.28.195.154 'rstnva90-authdns.spcsdns.net'
15.203.225.126 'ns5g2.hp.com'
157.185.170.103 NotFound
177.67.122.186 'futcheckout-web1-tmk.tray.net.br'
5.62.42.27 'vpn-gw-prod-001.lon1.ff.avast.com'
5.62.57.194 'vpn-virtgw-prod-065.sfo2.ff.avast.com'
172.64.35.58 'finley.ns.cloudflare.com'
61.240.129.114 NotFound
52.17.24.175 'ec2-52-17-24-175.eu-west-1.compute.amazonaws.com'
5.135.120.99 'dns3.raiolanetworks.es'
172.64.32.175 'jule.ns.cloudflare.com'
200.129.64.144 'server4.pop-pb.rnp.br'
150.165.1.1 'ns.ufcg.edu.br'
162.241.203.154 'ns1019.hostgator.com.br'
61.55.134.132 NotFound
187.32.185.195 NotFound
118.26.194.13 'dns1.bjnvps.net'
162.241.203.23 'ns256.prodns.com.br'
162.241.203.24 'ns257.prodns.com.br'
45.63.5.234 '45.63.5.234.vultr.com'
200.237.199.179 NotFound
45.238.184.30 '30.184.238.45.static.speedwireless.com.br'
103.9.76.195 'modeup-basic.shortglobe.com'
64.202.97.8 NotFound
66.153.128.98 'dns1.sccoast.net'
185.42.137.133 'nnu.netnod.se'
195.238.3.18 'ns2.skynet.be'
191.5.164.2 NotFound
191.5.164.3 NotFound
192.185.176.77 'br232.hostgator.com.br'
192.185.217.13 'br232-ip03.hostgator.com.br'
148.72.152.54 'apolo.wbxweb.com.br'
198.152.13.99 'coextdns.avaya.com'
185.132.78.25 'ns2.garmin.com'
177.22.208.6 'dns1.vspinternet.com.br'
147.135.15.235 'ns101022.ip-147-135-15.us'
167.99.3.154 'ns1.siteocity.com'
157.230.65.61 NotFound
211.141.90.69 'ns2.jx.chinamobile.com'
164.223.1.91 'npri54addc04.nuwc.navy.mil'
164.223.1.73 'ntp2.npt.nuwc.navy.mil'
84.22.161.172 'iphicles.iomart.com'
45.233.242.36 '45-233-242-36.1fibra.com.br'
170.0.68.82 '170-0-68-82.conectalink.net'
204.44.79.104 '204.44.79.104.static.quadranet.com'
185.85.248.2 NotFound
162.241.61.21 'nspro32.hostgator.com.br'
162.241.61.22 'nspro33.hostgator.com.br'
203.140.129.2 'ns1.neweb.ne.jp'
198.161.206.123 NotFound
106.11.141.130 NotFound
172.104.41.95 'li1621-95.members.linode.com'
162.159.8.245 NotFound
162.159.10.165 NotFound
191.252.63.24 'cpanel0186.hospedagemdesites.ws'
192.185.222.45 'mx45.uwshost4.com.br'
196.33.171.36 'titan.is.co.za'
200.143.215.2 NotFound
52.203.227.23 'ec2-52-203-227-23.compute-1.amazonaws.com'
62.116.159.94 'ns1.smarthouse.de'
162.203.67.69 '162-203-67-69.lightspeed.stlsmo.sbcglobal.net'
217.160.113.126 NotFound
54.36.136.192 'freedns.centos-webpanel.com'
5.157.87.222 'ns4.firstfind.nl'
179.109.115.254 'ns1.n0ssanet.com.br'
185.117.72.60 'plato.sthu.org'
213.235.231.211 'dallas.noreply.org'
177.70.106.247 NotFound
162.241.203.108 'ns258.prodns.com.br'
162.241.203.109 'ns259.prodns.com.br'
131.161.24.251 '131.161.24-251.starttelecom.net.br'
189.38.95.4 NotFound
177.70.106.224 NotFound
108.162.194.228 'daniella.ns.cloudflare.com'
103.235.46.223 NotFound
195.20.106.133 'ns3.upc.biz'
108.162.192.188 'liv.ns.cloudflare.com'
118.143.251.105 'dnshost1.on-nets.com'
177.70.30.147 'ns1.xxhost.com.br'
161.111.80.11 'sabina.cti.csic.es'
162.241.2.155 'ns939.hostgator.com.br'
95.217.19.139 'ariel.noreply.org'
179.125.119.252 'ns2.tacnettelecom.com.br'
162.241.2.154 'ns938.hostgator.com.br'
177.38.24.207 's22-crz.dacrz.com.br'
162.159.44.12 'michael.ns.cloudflare.com'
61.122.116.162 'ns02.usen.ad.jp'
66.172.30.6 'smtp.parksidetech.com'
66.172.30.59 'NS01.smartertools.com'
66.172.30.62 'NS02.smartertools.com'
108.179.252.130 'srv160.prodns.com.br'
108.179.252.131 'srv160-ip02.prodns.com.br'
74.63.196.187 'urso.servhost.com.br'
187.85.151.99 'chevelle.cooperatelecom.com.br'
66.90.130.24 'ns3.lsn.net'
108.162.194.88 'coraline.ns.cloudflare.com'
177.10.172.38 '38.172.10.177.megafox.net.br'
162.144.238.247 'vps-5178464.rrcrevenda.com.br'
213.178.170.2 'dns3.LF.net'
203.146.30.234 'ns.loxinfo.net'
162.159.38.148 'autumn.ns.cloudflare.com'
213.167.230.145 'ns-144-b.gandi.net'
162.144.239.13 '162-144-239-13.unifiedlayer.com'
212.9.160.10 'dns1.LF.net'
216.172.172.190 'br474.hostgator.com.br'
14.141.1.26 'inchvsidnsseprd01.tatacommunications.com'
203.146.0.20 'ns.loxinfo.co.th'
121.242.190.181 'dns-ntcl-s.tatacommunications.com'
121.242.190.210 'dns-ntcl-p.tatacommunications.com'
177.22.192.18 'ns1.usinasantoantonio.ind.br'
54.228.156.72 'ec2-54-228-156-72.eu-west-1.compute.amazonaws.com'
14.140.80.178 'inpudiidnsprprd01.tatacommunications.com'
191.252.63.25 'ns2.cpanel0186.hospedagemdesites.ws'
177.23.200.27 'srv-eml-01.fhptelecom.com.br'
192.103.53.161 'ns5.windriver.com'
187.72.111.2 'reverso.resmapapeis.com.br'
54.175.122.46 'ec2-54-175-122-46.compute-1.amazonaws.com'
133.100.240.11 'ns-b.net.fukuoka-u.ac.jp'
205.251.198.58 'ns-1594.awsdns-07.co.uk'
162.88.2.12 'ns1.p74.dynect.net'
34.197.156.224 'ec2-34-197-156-224.compute-1.amazonaws.com'
133.100.240.10 'ns-a.net.fukuoka-u.ac.jp'
141.75.8.5 'iss-test.cs.fh-nuernberg.de'
81.88.36.18 'ns2.komplex.net'
141.75.245.225 'db0fhn.efi.fh-nuernberg.de'
209.126.109.69 'ns2.icontrole.net'
207.38.89.216 'thor.icontrole.net'
69.172.238.5 '69.172.238.5.webserve.com'
45.54.79.1 'ns01.foxdoua.com'
184.154.114.50 'spro3.fcomet.com'
184.154.114.51 'spro3.fcomet.com'
52.9.183.120 'www.mailsite.com'
108.179.192.191 'br682-ip02.hostgator.com.br'
144.217.28.89 'ip89.ip-144-217-28.net'
108.179.192.190 'br682.hostgator.com.br'
213.167.230.184 'ns-183-b.gandi.net'
162.159.38.252 'fish.ns.cloudflare.com'
193.126.240.164 'mcmjumbo.mediacapital.pt'
177.128.128.6 'ns1.knetprovedor.com.br'
177.128.128.7 'ns2.knetprovedor.com.br'
170.238.51.231 'ns1.infologti.com.br'
136.243.219.34 'cloud.webrapido.com.br'
148.163.254.65 'ns02.dns.williamhill'
169.57.142.51 'server02.knorst.com'
132.166.172.103 'sainfoin.extra.cea.fr'
134.108.44.53 NotFound
95.211.179.15 'ns3.hostnetbv.nl'
117.51.130.252 NotFound
168.146.72.15 'dns1.ecollege.com'
172.64.34.109 'aspen.ns.cloudflare.com'
108.162.194.95 'aryanna.ns.cloudflare.com'
204.41.16.156 'edns2.gov.on.ca'
128.214.46.66 'ns2.funet.fi'
45.191.132.42 'ns1.rltelecon.com.br'
200.195.136.187 'reverso2.randa.com.br'
162.241.61.116 'wns196.hostgator.com.br'
205.161.188.3 'osi2.gua.net'
205.161.188.2 'osi.gua.net'
195.14.157.180 'ns1.cytanet.com.cy'
212.40.5.50 'ns2.datacomm.ch'
212.40.0.10 'ns1.datacomm.ch'
54.222.39.247 'ns-4087.awsdns-cn-63.cn'
58.242.4.206 NotFound
194.58.193.133 'nnb.netnod.se'
199.65.212.10 'ns5.jnj.com'
162.159.38.81 'aleena.ns.cloudflare.com'
58.242.4.202 NotFound
148.177.2.10 'ns1.jnj.com'
131.100.43.246 '131-100-43-246.infornetnetwork.net.br'
198.161.206.223 NotFound
193.75.75.4 'dns2.as2116.net'
196.4.160.3 'jupiter.is.co.za'
173.245.58.246 'asa.ns.cloudflare.com'
162.159.44.79 'dakota.ns.cloudflare.com'
38.123.104.98 NotFound
143.210.3.16 'ns1.le.ac.uk'
138.38.2.1 'dns-ext1.bath.ac.uk'
128.201.140.10 'ns1.futuranet.net.br'
37.17.168.78 'mail.tiscom.hu'
201.28.144.68 'ns3.portoseguro.com.br'
172.64.32.73 'becky.ns.cloudflare.com'
200.242.41.130 'urubaxi.pmm.am.gov.br'
174.141.228.36 'servidor02.sempihost2.com.br'
174.141.228.37 'whizz.ae'
108.179.252.15 'br504.hostgator.com.br'
177.92.248.34 '177-92-248-34.migonet.com.br'
200.242.41.143 'apuana.manaus.am.gov.br'
162.159.44.143 'sterling.ns.cloudflare.com'
172.64.35.143 'sterling.ns.cloudflare.com'
108.162.195.143 'sterling.ns.cloudflare.com'
5.149.248.70 NotFound
129.242.5.254 'lozen.uit.no'
45.235.180.4 NotFound
5.149.248.110 NotFound
128.39.2.22 'hegre.uninett.no'
129.242.4.254 'benoni.uit.no'
23.236.59.22 '22.59.236.23.bc.googleusercontent.com'
51.81.111.58 'ip58.ip-51-81-111.us'
135.148.2.151 'ip151.ip-135-148-2.us'
138.255.112.13 'ns2.rftelecom.net.br'
162.159.44.245 'hayes.ns.cloudflare.com'
1.234.0.2 NotFound
112.175.247.232 NotFound
185.24.64.108 NotFound
152.71.0.2 'dns1.ntu.ac.uk'
212.12.55.77 'ns.ham.ccc.de'
152.71.0.1 'dns0.ntu.ac.uk'
185.79.236.249 'ns4.rt.com'
173.245.59.225 'ram.ns.cloudflare.com'
203.121.16.85 'ns1.test.time.net.my'
191.252.131.46 NotFound
162.159.33.85 'ns0210.secondary.cloudflare.com'
212.73.138.44 'sns.neterra.net'
162.144.238.229 '162-144-238-229.unifiedlayer.com'
162.214.114.147 'vps-5223308.newtecno.com.br'
203.205.195.83 NotFound
203.205.221.52 NotFound
62.122.170.168 '62.122.170.168.serverel.net'
203.205.195.121 NotFound
222.173.115.50 NotFound
219.146.28.186 NotFound
108.162.193.215 'nitin.ns.cloudflare.com'
51.195.217.215 'ns4.pro-x-web.com'
144.217.4.73 'ns3.pro-x-web.com'
44.234.207.10 'ec2-44-234-207-10.us-west-2.compute.amazonaws.com'
128.143.107.117 'uvaarpa.virginia.edu'
177.47.245.11 'cronos2.netserv.com.br'
187.85.152.16 'fusca.gegnet.com.br'
94.236.30.111 'ns1.mod.uk'
128.16.5.32 'ns1.cs.ucl.ac.uk'
191.252.131.34 'iuri0116.hospedagemdesites.ws'
185.144.156.7 'ns1.vpsserver.com'
143.95.40.190 'ip-143-95-40-190.iplocal'
202.32.219.20 's101.d-53.info'
170.81.154.30 '170-81-154-30.worldnetbrasil.com.br'
108.162.194.94 'amalia.ns.cloudflare.com'
193.19.225.11 '11.sucuridns.com'
131.100.12.10 'ns1.netsystemcampos.com.br'
201.33.224.3 'dns2.wln.com.br'
158.69.97.215 'admin.ictq.com.br'
162.243.148.191 NotFound
150.217.1.135 'dns2.unifi.it'
150.217.1.20 'dns.unifi.it'
212.175.166.1 'www.int.trt.net.tr'
94.236.30.112 'ns2.mod.uk'
195.129.111.4 'dialdns210.ns.uu.net'
192.161.0.13 '13.sucuridns.com'
108.162.195.35 'bradley.ns.cloudflare.com'
200.128.3.108 'sol.uneb.br'
200.128.3.106 'porto.uneb.br'
200.128.3.107 'vila.uneb.br'
132.181.7.4 'dns1.canterbury.ac.nz'
212.107.200.68 'ns.vlad.ru'
212.122.1.2 'ns.vmts.ru'
174.142.192.47 'server.sigasoft.com.br'
216.158.231.178 'webhosting2011.is.cc'
172.64.35.29 'elias.ns.cloudflare.com'
162.159.44.29 'elias.ns.cloudflare.com'
212.175.166.135 NotFound
162.216.6.173 'ns2.datadns100.com'
162.159.26.136 NotFound
52.46.187.80 'ns-intl-848.awsdns-cn-53.com'
54.222.38.151 'ns-3735.awsdns-cn-41.cn'
187.111.32.8 'ajax.alternet.com.br'
187.111.32.3 'aquiles.alternet.com.br'
170.78.36.3 'host.netwest.com.br'
36.110.234.11 NotFound
108.179.253.11 '108-179-253-11.unifiedlayer.com'
180.163.249.112 NotFound
162.241.155.170 'host.barbasdigital.com.br'
45.113.40.93 NotFound
194.0.11.108 'nsx.nic.al'
78.108.185.159 '920.yeshost.ru'
78.108.178.8 'ptr1.yeshost.ru'
103.10.4.250 'dns1.asus.com'
45.79.220.61 'ns1.dnsunlimited.com'
75.2.23.220 'adc1fa5d61999065d.awsglobalaccelerator.com'
217.79.210.192 NotFound
213.73.89.194 'ns.h3q.com'
195.160.172.30 'ns2.h3q.com'
178.32.0.58 'ns2.mpexnet.de'
202.69.9.10 NotFound
169.62.109.166 'a6.6d.3ea9.ip4.static.sl-reverse.com'
186.235.40.114 '114.40.235.186.onecenter.com.br'
143.48.1.1 'ns1.cshl.edu'
108.162.195.133 'dax.ns.cloudflare.com'
108.162.193.199 'lou.ns.cloudflare.com'
125.39.45.245 'no-data'
185.113.25.13 'ns02.future.net.uk'
185.113.25.3 'ns01.future.net.uk'
185.83.219.9 NotFound
66.28.3.10 'auth3.dns.cogentco.com'
